,video_id,video_title,upload_date,view_count,like_count,comment_count
282,ZVzpkoafLrw,Маргинал про overproduction Книжного чела,2021-03-05,20017,718,68
283,z-cJ-Gg3o4Y,Полное уничтожение аниме от Убермаргинала,2021-03-04,51202,1560,578
284,-HKAN9G-GXk,"Марго смотрит выдр, енотов и вялого льва",2021-03-03,11097,394,51
285,EmtrME6Jofg,Маргинал опять смотрит Людмилу и Гобзавра,2021-03-02,18875,632,62
286,kIobxzli7U4,Маргинал и Сармат про христианскую этику,2021-03-02,10377,400,42
287,lwgQF4yznuk,"Кот Васька, Николай Росов и Влад Панишер в гостях у Убермаргинала",2021-03-01,48898,1342,392
288,X7ZnlJZuySQ,Маргинал смотрит гайд по похудению с помощью пищевой плёнки,2021-02-27,24876,827,103
289,VKPb6la9MPI,Маргинал смотрит про контринтуитивность в кинематографе,2021-02-27,15953,524,96
290,ng4ztC90F_s,Математическая беседа с Всеволодом из Японии,2021-02-26,8599,337,39
291,YCNA4mgQF2w,Орегонский хайкинг с Убермаргиналом,2021-02-25,28567,1048,217
292,z_zAmcK-9wU,Юрист Лиза в гостях у Маргинала. Деаноны и прочее,2021-02-25,14917,437,93
293,T46qwWfHKj4,Маргинал и Олег Кашин определяют кто мурзилка,2021-02-24,16513,495,69
294,Wc-zLkAJJbs,Мир фентези с Убермаргиналом,2021-02-23,27660,1091,129
295,WL3vRBrd-RI,"Мини-вебинар по этике | Хайлайт, который никто не посмотрит",2021-02-23,10498,601,79
296,NTP3ooyXz_g,Маргинал вновь защищает позитивизм от марксиста,2021-02-22,10881,365,25
297,Zufpc47wVDg,Анатолий собирается в поход. День 1. Выбор снаряжения и сотовой связи,2021-02-21,20676,807,102
298,QfE-RTopZXY,Медик Александр в гостях у Анатолия (04.02.2021),2021-02-20,15340,543,54
299,tJXPixSuYQ8,Русский язык как Gay Lisp в английском / Реакция Анатолия,2021-02-19,20221,827,71
300,1Q7Ur-CHDwg,"Семантика возможных миров | Маргинал, Левин, Левшин, Леман",2021-02-18,11631,481,37
301,cKKMmQw6x5o,Шесть демонов Продюсера иванова,2021-02-10,38332,1053,138
302,K9mAcWa_ows,НАШ ЛЮБИМЫЙ КУКЕЧ,2021-01-25,38053,2051,79
303,Qd93o8I4yR8,Маргинал на Паучительных,2021-01-18,32100,784,44
304,ih6uh1ATZdY,Маргинал на Паучительных [10.01.21],2021-01-11,33190,803,20
305,RfXhp7QUHzo,Пельменные дебаты [03.01.21],2021-01-06,11125,336,43
306,cfweoNhXpEw,Маргинал и видосы на Паучительных историях,2020-12-28,33609,1035,26
307,OTCeuLV4zMw,Маргинал смотрит видосы в гостях на Паучительных историях,2020-12-21,24736,945,16
308,BBq2JbcqQzk,Абьюзивный кукеч в гостях на Паучительных,2020-12-08,11204,358,32
309,y6-zKiDzgq4,Похмельный кукеч в гостях на Паучительных,2020-12-06,8824,304,24
310,r5yHVbG8dq4,Маргинал в гостях на Паучительных | Аудиокнига Озона,2020-12-02,10770,340,29
311,YBFrKfyt8aM,Стрим памяти Жванецкого,2020-11-23,7316,211,24
312,uQyXt2_DXIU,Маргинал смотрит видосы в гостях на Паучительных [15.11.20],2020-11-16,9646,227,19
313,TTt0_PO8rrs,Маргинал смотрит видосы в гостях на Паучительных,2020-10-19,20406,515,73
314,UufM1dqM9OQ,Маргинал смотрит видосы в гостях на Паучительных,2020-10-19,5091,116,4
315,d6XGJkRBzzc,Маргинал смотрит видосы в гостях на Паучительных,2020-10-19,4194,112,2
316,h6af7bY-RKc,Маргинал смотрит видосы в гостях на Паучительных,2020-10-19,8800,263,3
317,1q1UVBNrks0,Маргинал смотрит видосы в гостях на Паучительных,2020-10-18,21650,740,13
318,SywZ8cFjELI,Маргинал смотрит видосы в гостях на Паучительных,2020-10-12,21272,783,23
319,Zr7g0QCRcwM,Маргинал дебатирует с католиком в гостях на Паучительных,2020-10-05,33448,1288,214
320,SetWJwvqhTQ,Маргинал смотрит видосы в гостях [25.09.20],2020-09-26,13149,349,30
321,1o8OcsJAjTc,Маргинал смотрит видео в гостях на Паучительных историях,2020-09-21,28685,831,38
322,NGw44Uy4E-0,Убермаргинал смотрит топовый пуп и всратого льва,2020-08-22,97587,3304,105
323,olIkSbeTLjU,Маргинал смотрит видосы в гостях на Паучительных историях,2020-08-05,22128,579,39
324,Y12MWLYnipc,Маргинал смотрит видосы в гостях на Паучительных историях,2020-06-14,27828,656,24
325,p3wnuruA45U,Ведущий мафии про гейство Убермаргинала,2020-05-23,25437,823,71
326,led-76eXG-s,Безумно можно быть первым...,2020-05-12,198641,5729,257
327,1kkZZhlrwlE,Спонсорство для желающих смотреть записи стримов с твича на ютубе,2020-05-02,4490,NULL,35
328,N7F6FnQ6WMA,Смотрим видео (долгожданный стрим),2020-05-01,15829,485,35
329,IGtqCwpZCi8,"В гостях Ubermarginal, HoneyMad и Власов.",2020-04-23,28315,1604,87
330,J6rSVp6_2Co,Дистанционное обучение на карантине вместе с паучительными историями!,2020-04-15,15303,388,37
331,4F5Qh7FPckk,🔴В гостях лингвист UeberMarginal. Сидим🔴,2020-04-02,9040,264,17
332,rORbXtQ4vSo,🔴В гостях лингвист-паук UeberMarginal. Смотрим видосы.🔴,2020-03-21,13969,480,16
333,By9yybf7q-o,В гостях лингвист из США UeberMarginal. Общаемся. Стрим из поезда. 3 марта 2020,2020-03-04,15048,280,18
334,lAlnBq6OZ3k,Просмотр видео. В гостях лингвист из США UeberMarginal. 29 февраля 2020,2020-02-29,4713,105,4
335,LHQbHbSDO8s,Просмотр видео. в гостях лингвист UeberMarginal. 28 февраля 2020,2020-02-28,8703,201,18
336,GgeF_ORFE14,Апдейты по сходке UeberMarginal и Продюсер Иванов. Видосы пойдем смотреть на GG чуть позже. 27.02.20,2020-02-27,5790,127,14
337,K4iArbCcOzg,[внеурОчка 27.02.2020] Обсуждаем сходку. В гостях UeberMarginal и @ProducerIvanov Professor Ivanov,2020-02-26,5951,149,7
338,u_wEOy9fN1Y,"В гостях Михаил Пожарский, UeberMarginal и видосы. 25.02.2020",2020-02-26,24040,695,30
339,utcFz7hvfKU,Просмотр видео 20.02.2020. В гостях лингвист из США UeberMarginal.,2020-02-21,16197,384,13
340,AcgEaiBhWAE,Просмотр видео. В гостях лингвист из США UeberMarginal. 18.02.2020,2020-02-19,17459,410,10
341,44fORmWCQSA,"Просмотр с UeberMarginal. Видео: Васил, @Юрий Хованский, @iKakProsto2 и Ислам vs Атеизм. 11.02.2020",2020-02-12,22687,597,26
342,CxuBPNemgnA,Просмотр видео. В гостях лингвист из США UeberMarginal. Ответ @Red Cynic. 7 февраля 2020,2020-02-07,18047,496,24
343,BHsDPShuAQQ,Просмотр видео. В гостях лингвист из США UeberMarginal. 5 февраля 2020,2020-02-05,15064,349,9
344,AuWlzbSOp80,Просмотр видео. В гостях лингвист из США UeberMarginal. 29 января 2020,2020-01-29,14983,333,12
345,yfsX07Z8b1Y,В гостях лингвист из США UeberMarginal,2020-01-28,2269,37,0
346,kTvZPTECIRU,Просмотр видео. В гостях лингвист из США UeberMarginal. 24 января 2020,2020-01-24,17145,380,27
347,fb9F-XbYtIU,Просмотр видео 22.01.2020. В гостях UeberMarginal,2020-01-22,18489,371,12
348,U1h3rTDUWXU,"В гостях девочка с каре, Ватоадмин и Убермаргинал. 17.01.2020",2020-01-17,26463,619,84
349,eSs9m2JjuHM,Просмотр видосов. В гостях Убермаргинал. 14 января 2020,2020-01-15,18759,438,16
350,LmiQhb9SPu4,Просмотр видосов на Паучительных. В гостях UeberMarginal,2020-01-08,19799,457,20
351,NGnJkCF6Qy8,Просмотр видосов на Паучительных. В гостях UeberMarginal,2020-01-07,5981,125,1
352,uUJCf12wL6g,В гостях UeberMarginal. Отвечает на вопросы из чата. 2 января 2020,2020-01-02,16155,438,16
353,lVIwz1qdMKE,"Сериал Ведьмак. В гостях Убермаргинал, Каджит и Ватный Либерал. Обсуждаем всё. 29.12.2019",2019-12-29,15777,492,34
354,Q7eoi9C59OM,🔴В гостях Убермаргинал. Просмотр видосов🔴,2019-12-19,10182,233,34
355,IyTA7ePliwQ,Субботний вечер на Паучительных. Просмотр видосов. Убермаргинал,2019-11-24,19607,490,11
356,oAddgvyfPfk,Разговор с плебеями. Конференция Маргинала (Апостол и Панишер). Субботний вечер,2019-11-17,16165,365,23
357,UrGVuV8cBE0,Вова Золотой и Убермаргинал. Субботний вечер на канале Паучительные истории,2019-11-16,8703,258,17
358,Ryn_lcipMR0,Ueberdebate #8: Сакрамар vs ASTRA. Супрематизм против сатанизма.,2019-11-12,45839,1190,89
359,Xwd7su5dyio,Обсуждаем рукастых историков вместе с Каджитом,2019-11-10,25399,728,105
360,FMkUfjOg-o4,Смотрим видосы с Маргиналом. Красный Циник Чернобыль (07.11.2019),2019-11-08,18825,488,30
361,9TBFx0TWZ2I,"Философия с Маргиналом, Сергеем Левиным и Богданом Фаулем (05.11.2019)",2019-11-05,13567,458,16
362,6Uzq1HhGJSc,Ueberdebate #7. Атар Зуренхай vs Борис Морозов. Свобода индивида при социализме (03.11.2019),2019-11-03,9304,276,20
363,xlj-MK4EHXk,Смотрим видосы с Убермаргиналом (29.10.19),2019-10-30,22545,545,16
364,mC-bqLdSzQI,Ueberdebate #6. Сакрамар vs анкап Лёша «Камендант» Терещук (22.10.2019) #2,2019-10-23,19460,526,87
365,uHxtFpzKyUM,Ueberdebate #6. Сакрамар vs анкап Лёша «Камендант» Терещук (22.10.2019) #1,2019-10-22,19644,776,30
366,vrBqVbKG_C4,Коллективный смотр видосов (19.10.2019),2019-10-20,20637,578,23
367,Rqz6a6bCJXg,Ночной подгон. Разговор подписчиков с Маргиналом через Дискорд (18.10.2019),2019-10-18,10261,247,23
368,1tGYukx6Qng,Ueberdebate #5. Дебаты о феминизме: Димитрий Крихан vs Илья Лазарев из Заговор Искусств (17.10.2019),2019-10-17,11419,443,36
369,V5J4HDCNq6o,Похититель Ароматов (15.10.2019),2019-10-16,60544,3281,108
370,r7wGTO3JizA,"Маргинал, Каргин, Капитан Влад, Бурятка (12/10/19)",2019-10-13,16075,480,32
371,XgzRtXT4JVc,Ueberdebate #4. Рома Механик vs. Дмитрий Скрынник. (+ Сакрамар и Капитан Влад),2019-10-09,111281,3124,366
372,vk8sB20Mt5o,Убермаргинал и Жмилевский смотрят видосы (01/10/2019),2019-10-01,25421,710,32
373,ioxZMKLD4Tc,Ueberdebate #3. Васил vs. Даниил Григорьев. Этика против экономики (24.09.2019),2019-09-25,22074,758,104
374,Gp5XFvJqUoo,"Ueberdebate #2. Зелёноадмин,  kinoOmich, Погром, Влад, Витюня. Урбанистика",2019-09-19,18639,607,73
375,IwVZWuhO39E,БумерМаргинал в гостях на Паучительных Историях,2019-09-18,10940,260,21
376,N_7n0aZ41go,Ueberdebate #1. Нейробиолог Владимир Алипов vs. Веган Илья Ильин. Вегетарианство — польза или вред?,2019-09-17,25477,998,194
377,FDlp9FDGK5g,Ueberdebate #0. Сакрамар vs Beautiful Monster. Способны ли женщины создавать как мужчины?,2019-09-14,24433,1237,50
378,8I4JgrTexcQ,Ueberdebate #0. Сакрамар vs Beautiful Monster. Способны ли женщины создавать как мужчины?,2019-09-14,23597,1183,74
379,aRlXhk1-68I,Убермаргинал в гостях на Паучительных историях (12.09.2019),2019-09-13,17410,544,26
380,GHfap1Z_VHA,Олег Кашин и Убермаргинал в гостях на Паучительных историях (10.09.2019),2019-09-11,25314,781,33
381,eJ_IxmUEvRQ,"Храбров у Бояршинова #2. Смотрят Убермаргинал, Жмилевский и др. (07.09.2019)",2019-09-08,27125,772,27
382,PGKCJJypEfk,Убермаргинал в гостях на Паучительных историях (04.09.2019),2019-09-04,11549,457,24
383,eoVNEc04STQ,Новое правительство и Верховная Рада Украины: первые изменения и перспективы (стрим Жмилевского),2019-09-02,7924,234,7
384,DvCTf4IjhoU,Международно правовая специфика территорий [Удалённый стрим Жммилевского],2019-08-31,1480,31,2
385,r6JTSt1Esy0,"Жмилевский, Smile Face и Minecraft [Удалённый стрим]",2019-08-31,8310,201,28
386,HBgVAfbxIZ8,"Общения Маргинала со зрителями, потом аукционы (29.08.2019)",2019-08-30,14595,401,18
387,fBJFpSk5WuU,Убермаргинал снова в гостях на Паучительных историях (24.08.2019),2019-08-24,16402,633,21
388,UrkXlNeVWKU,"Пытаемся добить Grand Theft Auto V, а после игро-фильмовые аукционы (игорстрим Жмилевского)",2019-08-24,3361,120,0
389,C1l8NR1VnA4,Ассоциированные государства как отдельный феномен эпохи деколонизации (стрим Жмилевского),2019-08-22,5369,246,8
390,oazSdl0Va-g,Иран: специфика государственного строительства и последние международные события (стрим Жмилевского),2019-07-31,5200,167,8
391,OEFINLYlqls,Международно-правовая специфика территорий: введение в курс (стрим Жмилевского),2019-07-28,3056,204,1
392,xhOHEyGei7E,Россия и США: извечные проблемы всепоглощающей геополитики (стрим Жмилевского),2019-07-27,6168,202,5
393,4-1Zyy4_H9U,"Пажилые ограбления в GTA 5, после которых игро-фильмовые аукционы (игорстрим Жмилевского)",2019-07-26,5999,143,1
394,W4FeNrHfvEI,Последние изменения по Brexit: новый премьер и старые проблемы (стрим Жмилевского),2019-07-25,4603,153,1
395,6zvHuMlUFWc,Election Night на ЁБНЕМ_TV: парламентские выборы на Украине (стрим Жмилевского),2019-07-21,6087,244,2
396,-hozojwAzKI,Игро-фильмовые аукционы (стрим Жмилевского),2019-07-20,1034,36,0
397,ZffiNGGFMjg,Начинаем Grand Theft Auto V (как только скачается) и игро-фильмовые ауки (игорстрим Жмилевского),2019-07-19,7382,239,4
398,qjwz6UWWS5U,Арабская весна: тектонический сдвиг геополитических плит и его последствия (стрим Жмилевского),2019-07-18,5837,202,5
399,LjRlIr4bzY4,Ян Бибень в гостях у Жмилевского (14/07/19),2019-07-15,2407,68,3
400,TIbT4RCrYmE,ДЕБАТЫ ЖМИЛЕВСКОГО И ВАСИЛА НА ТЕМУ КРЫМА (14/07/19),2019-07-15,17911,472,58
401,90k_NG4EDnw,Беседа с представителем движения Шахар Александром Каргиным (стрим Жмилевского),2019-07-13,5477,196,6
402,olZSDQh1Y6c,Беседа с представителем движения Шахар Александром Каргиным (стрим Жмилевского),2019-07-13,1277,40,1
403,-ZwPaVnF_8A,"Star Wars: Knights of the Old Republic, а после игро-фильмовые аукционы (игорстрим Жмилевского)",2019-07-12,3517,108,3
404,RArC_QEAhTQ,"Star Wars: Knights of the Old Republic, а после игро-фильмовые аукционы (игорстрим Жмилевского)",2019-07-12,1357,57,1
405,TnJJPYG6iBA,ДНР и ЛНР: предпосылки появления и перспективы на будущее (стрим Жмилевского),2019-07-11,14895,420,52
406,IV8owZizAxo,Каталония: борьба за независимость и отношения с Испанией (стрим Жмилевского),2019-07-10,3743,157,3
407,b3WZyGvttag,Украина: политические партии и их перспективы в преддверии парламентских выборов (стрим Жмилевского),2019-07-07,NULL,NULL,NULL
408,qQ-CzV3A9f4,Украина: политические партии и их перспективы в преддверии парламентских выборов (стрим Жмилевского),2019-07-07,NULL,NULL,NULL
409,pj6-47Td_cU,Сирийский конфликт: ход событий и современное состояние (стрим Жмилевского),2019-07-06,NULL,NULL,NULL
410,pRpcpH3Ip1E,Сирийский конфликт: ход событий и современное состояние (стрим Жмилевского),2019-07-06,NULL,NULL,NULL
411,yZxakCzW-7E,"Пытаемся добить Sleeping Dogs, а после игро-фильмовые аукционы (игорстрим Жмилевского)",2019-07-05,3236,111,1
412,JvnOkClD1ZU,Сирийский конфликт: возвращение классического двухполярного противостояния (стрим Жмилевского),2019-07-04,NULL,NULL,NULL
413,UDDeMNKMfwU,"В 19:00 ожидается Илья Николаевич и Павел Гум, а пока пажилой шпионаж в Jazzpunk (стрим Жмилевского)",2019-07-03,NULL,NULL,NULL
414,W5wLBzlCm9Y,Карабахский конфликт: разделение территорий как бомба замедленного действия (стрим Жмилевского),2019-06-30,NULL,NULL,NULL
415,EiSI90QARQ0,G-20 и переменные результаты в международном экономическом сотрудничестве (стрим Жмилевского),2019-06-29,3235,118,2
416,NcnYLdOlGRY,2 стрима за один день? Да быть того не может: а ну давай аук (стрим Жмилевского),2019-06-29,2706,101,7
417,r2F0iL-ID-k,Ping-Pong продолжается: Sleeping Dogs и игро-фильмовые аукционы (игорстрим Жмилевского),2019-06-28,4652,155,3
418,Mo4BgUdFjec,"ПАСЕ (и весь Совет Европы): так это, оказывается, нужно России? (стрим Жмилевского)",2019-06-27,3035,121,4
419,cBYQ2RKIdow,Приднестровье: пособие по выживанию замкнутых территорий (стрим Жмилевского),2019-06-23,6389,223,9
420,HTeCLsA9kXY,Россия и Грузия: бесконечный кризис в контексте прагматичных связей (стрим Жмилевского),2019-06-22,6439,199,18
421,KZEpuiQN2mk,Россия и Грузия: бесконечный кризис в контексте прагматичных связей (стрим Жмилевского),2019-06-22,3851,148,2
422,GD5XljE_tYE,Пажилые сапёры идут до победного: Keep Talking and Nobody Explodes и ауки (игорстрим Жмилевского),2019-06-22,3614,142,0
423,fP2CbDZOpEw,Пажилые сапёры идут до победного: Keep Talking and Nobody Explodes и ауки (игорстрим Жмилевского),2019-06-21,1379,92,0
424,vCv7ORWPTLc,Обсуждаем итоги прямой линии с Владимиром Путиным (стрим Жмилевского),2019-06-20,14586,515,8
425,acxKN1esjYQ,Украина: досрочные парламентские выборы и решение Конституционного суда (стрим Жмилевского),2019-06-19,NULL,NULL,NULL
426,OaYUWEoiCfE,Пажилые сапёры в Keep Talking and Nobody Explodes (стрим Жмилевского),2019-06-15,NULL,NULL,NULL
427,0s6RgAR7_qE,Ping Pong in Hong Kong: Sleeping Dogs и игро-фильмовые ауки (игорстрим Жмилевского),2019-06-15,4707,148,0
428,U60W6TN14lA,Тупа чиллим и общаемся под Beholder 2 (стрим Жмилевского),2019-06-13,4221,150,1
429,uWMjyR-P4Rs,Последние события в Молдавии: двоевластие как итог политической агонии (стрим Жмилевского),2019-06-12,4329,148,2
430,4ksRKxEM5VQ,"Попробуем поиграть в The Ship со зрителями, а в 21:00 ожидается Ольгерд (стрим Жмилевского)",2019-06-06,4565,141,2
431,oJqpzoZu8iY,Выборы в Европарламент: последствия и перспективы отношений с Россией (стрим Жмилевского),2019-06-05,4802,188,6
432,tmr9JqLoIiw,Сербия и Косово: конфликт длиною в вечность (стрим Жмилевского),2019-06-02,NULL,NULL,NULL
433,fXc0JZO2dqw,"Подводим итоги встречи в Москве и, может, поиграем во что-нибудь (стрим Жмилевского)",2019-06-01,7889,263,1
434,HSWfFGf9kZA,Bully: scholarship edition и АУКИ - продолжение пажилого марафона (игорстрим Жмилевского),2019-05-30,4210,143,4
435,IXW3zHCuYc0,Пажилой марафон добивания игры SOMA + АУКИ с перерывом на общение с Егором (игорстрим Жмилевского),2019-05-29,6411,198,1
436,jan06bOsPz4,"Прослушка с Маргиналом, Яном и Василом (стрим Жмилевского)",2019-05-27,24728,759,60
437,LX_Q9x4sQRY,Россия и Турция: партнёрство ради мира (стрим Жмилевского),2019-05-25,6423,241,7
438,drCwKCGTOZE,SOMA и запланированные ауки (игорстрим Жмилевского),2019-05-24,4292,181,3
439,_Nft3iX49bc,Эпоха Ельцина начала 90-х годов: дискуссия с Вечным Оппозиционером (стрим Жмилевского),2019-05-22,8546,288,8
440,5pHMQJElyTg,О международных отношениях с командой группы Классический либерал (стрим Жмилевского),2019-05-21,2652,102,1
441,rqsFBqIde6s,О международных отношениях с командой группы Классический либерал (стрим Жмилевского),2019-05-21,NULL,NULL,NULL
442,We7XoPDGU8g,GTA: SAN ANDREAS и внеплановые ауки (спонтанный игорстрим Жмилевского),2019-05-20,NULL,NULL,NULL
443,KH06iATKNOw,Курдистан: история несбывшейся мечты и современная борьба за её исполнение (стрим Жмилевского),2019-05-19,6188,248,12
444,rT236mlkz1s,Афганистан: прерванный полёт к демократии и современное положение дел (стрим Жмилевского),2019-05-18,6509,277,4
445,2uzl2Vq45YU,GTA: SAN ANDREAS и стандартные ауки (игорстрим Жмилевского),2019-05-18,6132,224,5
446,MFLM-SwKE3I,Каджит в гостях у Жмилевского (16/05/2019),2019-05-16,6154,223,3
447,KGTMEtg4pEY,Каджит в гостях у Жмилевского (16/05/2019),2019-05-16,4029,151,3
448,AnKT0B4QF7Q,Россия и СНГ: история взаимоотношений и современное положение дел (стрим Жмилевского),2019-05-15,7531,321,5
449,dT0tKBmGd6c,Ватоадмин vs Сёмин: дебаты у Светова (стрим-разбор Жмилевского),2019-05-14,46745,1342,101
450,KbW6cvWIi6g,Афганистан: история бесконечной войны (стрим Жмилевского),2019-05-08,3402,137,3
451,99cLZQbWXNo,Афганистан: история бесконечной войны (стрим Жмилевского),2019-05-08,10319,393,8
452,lJUW0sJna6o,Корейский кризис: история возникновения и современное состояние (стрим Жмилевского),2019-05-06,9160,355,9
453,rl3URS9Q5Vw,Паспорта для жителей Донбасса: предпосылки и особенности получения (стрим Жмилевского),2019-05-04,5704,259,13
454,6GeuNymobZc,Mafia: The City of Lost Heaven и игро-фильмовые ауки (игорстрим Жмилевского),2019-05-03,6687,236,3
455,ly-2R7NP6fs,Китай: специфика государственного устройства и особенности международных связей (стрим Жмилевского),2019-05-02,NULL,NULL,NULL
456,qCFVo2oCfFk,Кризис в Венесуэле: предпосылки и современное положение (стрим Жмилевского),2019-05-01,7343,318,3
457,emmGfDzQEkw,О международных отношениях с Кириллом Настоящим в качестве гостя (стрим Жмилевского),2019-04-27,NULL,NULL,NULL
458,cads1nF1lio,Mafia: The City of Lost Heaven и игровые ауки (игорстрим Жмилевского),2019-04-27,8013,159,2
459,xYPwgKwfY6Q,Краткий разбор событий 2014 года на Майдане (стрим Жмилевского),2019-04-25,12755,414,14
460,jR2twl2zV58,Дебаты Порошенко и Зеленского (разбор Жмилевского)(без треша после разбора),2019-04-23,24587,897,17
461,HUCDM0ZihVA,Стрим Жмилевского и Храброва,2019-04-22,6899,263,5
462,Mgh4zbFvGCA,Beyond Good &amp; Evil + возможны игровые ауки (игорстрим Жмилевского),2019-04-20,5894,198,0
463,_7zCNjBwagc,Ирано-иракский конфликт в контексте прямого исполнения теории управляемого хаоса (стрим Жмилевского),2019-04-18,1916,67,0
464,9j_bamyD4wI,Ирано-иракский конфликт в контексте прямого исполнения теории управляемого хаоса (стрим Жмилевского),2019-04-18,6967,277,4
465,d1NJaDjdiIM,Краткая история и особенности дипломатии новейшей России (стрим Жмилевского),2019-04-18,10473,405,4
466,OqvR7QlH3A8,Дебаты имени Петра Порошенко с Владимиром Зеленским (стрим-разбор Жмилевского),2019-04-14,NULL,NULL,NULL
467,Tih1nzS3NKE,Большая игра: исторический контекст и современная реальность (стрим Жмилевского),2019-04-14,5500,221,5
468,9uhVAiv94qU,Beyond Good &amp; Evil + игровые ауки (игорстрим Жмилевского),2019-04-12,4971,186,1
469,AJHqPjIpxWM,Последние политические события ближнего и дальнего зарубежья (стрим Жмилевского) - 1 часть,2019-04-10,NULL,NULL,NULL
470,DSia5Oo9bLo,Ливийский конфликт: исторические особенности и современное положение (стрим Жмилевского),2019-04-09,9243,367,14
471,IQQr0KvN2bY,"Beyond Good &amp; Evil (тестовый игорстрим Жмилевского), позже возможен игровой аук",2019-04-06,NULL,NULL,NULL
472,MBqb3jPWJ0w,Сепаратизм [Вебинар Жмилевского],2019-04-05,NULL,NULL,NULL
473,Z7nInTqRgPM,Теракт в Новой Зеландии [обсуждение со Жмилевским],2019-04-04,2553,97,8
474,P2IOJH3n7Mc,Совместный эфир с Василом - Бумерство во все поля (Жмилевский),2019-04-03,8167,314,3
475,OD7KkcO3w5Q,Руандийский конфликт в контексте международного права (Стрим Жмилевского),2019-03-30,3305,171,2
476,QIBh0c5ZgjU,"Основные моменты со стрима Ежи Сармата с Маргиналом, ГромПо, Линком и ITPEDIA (Стрим Жмилевского)",2019-03-30,6560,215,5
477,A0SDIzPFF60,Testing-testing (Стрим Жмилевского),2019-03-28,NULL,NULL,NULL
478,u2MkvhW3Pq8,Крым 2019 [Вебинар Жмилевского],2019-03-25,NULL,NULL,NULL
479,5fUUlsdSyv8,Критика Ельцина и распад СССР [Вебинар Жмилевского],2019-03-24,NULL,NULL,NULL
480,dooHSLUZ0SA,(стрим без модераторов) Итоги Расследования Роберта Мюллера в США [Жмилевский 23/03/19],2019-03-23,4388,160,4
481,HzoW99NdP1Q,Нурсултан Назарбаев [аналитика Жмилевского 21/03/19],2019-03-21,NULL,NULL,NULL
482,a_nGdiKyKy0,УБЕРМАРГИНАЛ И математик (не кодер) НА ПАУЧИТЕЛЬНЫХ ИСТОРИЯХ (ПОСЛЕДНИЙ РАЗ),2019-03-14,NULL,NULL,NULL
483,ZkNKubbIsiw,ЛАМПОВЫЙ УБЕРМАРГИНАЛ В ГОСТЯХ НА ПАУЧИТЕЛЬНЫХ ИСТОРИЯХ,2019-03-06,NULL,NULL,NULL
484,gsGYKe_heAY,"ЕГОР ПОГРОМ, ГРИГОРИЙ БАЖЕНОВ И МАРГО НА ПАУЧИТЕЛЬНЫХ ИСТОРИЯХ",2019-02-27,NULL,NULL,NULL
485,EUlS4mPTS4A,ИГОРЬ ЛИНК И УБЕРМАРГИНАЛ В ГОСТЯХ НА ПАУЧИТЕЛЬНЫХ ИСТОРИЯХ,2019-02-23,NULL,NULL,NULL
486,wKlwtvZ4Glo,ХРИСТИАНСКИЕ ДЕБАТЫ НА ПАУЧИТЕЛЬНЫХ ИСТОРИЯХ,2019-02-22,38343,1014,93
487,-mTHsVV50Ag,"В ГОСТЯХ НА ПАУЧИТЕЛЬНЫХ ИСТОРИЯХ: ВИКТОРИЯ МЕДНИС, ЕГОР ПОГРОМ + УБЕРМАРГИНАЛ",2019-02-20,NULL,NULL,NULL
